"Labeled Data","Final Label","Dataset Name"
"Each trip she lead the group to their destination and whether the objective was to learn or simply observe, she lead them to these goals.","STC","Student"
"Throughout my internship experience, I witnessed my coworker, Raine, lead excursions.","NA","Student"
"I love finding ways to connect with these individuals in the future.","NA","Student"
"Throughout my internship experience, I had met so many individuals on campus.","NA","Student"
"I have given presentations to other college students through Dr. Hannons courses where I have gotten lots of feedback about how inspirational it is.
","STF","Student"
"Positive and negative criticism is an important part of being a designer and this internship helped with these skills.
","NA","Student"
"Consistently within the graphics office there is continuous shared visions and open communication.","NA","Student"
"A couple of these orgs included CUSG, A bevy, and fike. 
","NA","Student"
"Through this experience, I was able to serve as a leader to these students by connecting them to other organizations which I felt that would get them the best connected to Clemson.","NA","Student"
"Through the webinar which I participated in, relating to the Bilingual Employee Program, I was able to foster productive discussion relating to ethics, duties, and roles within the healthcare setting.","IDK","Student"
"This was just a small part of projects that we may do every day. 
","NA","Student"
"Unfortunately, my coworkers either did not have schedules that allowed attendance or did not have the opportunity to go.","NA","Student"
"Because of this, I have to be very independent and jump into the leadership role and not only a UPIC intern but also the head coach and coordinator of an after school program supported by a non-profit.","NA","Student"
"Through my internship, I got to see my mentor develop his presentation to present to his colleagues to convince them that service learning is an effective way to teach.
","STF","Student"
"so I am able to help out other interns with any questions.","STF","Student"
"Through facilitation of collaborative work on project proposals for the lunchbox gardens, nutrition and culture sheets for sweet potatoes we grew, and development of branding and signage. 
","NA","Student"
"Through delegating tasks and creating new marketing strategies for Campus Banner and Design, I took on positions of leadership and accountability.","STC","Student"
"I created google docs to combine our research and interviewing materials and any other materials we gathered throughout the process.","NA","Student"
"This year for Give Day I decided to help explain to some of my friends why they should considering giving to Clemson and hopefully continue giving to Clemson for years to come no matter the amount!
","NA","Student"
"We also had to communicate the success of the show to everyone every step of the way, so it's been a lot of leadership.
","IDK","Student"
"We talked to so many sponsors who wanted to help with the show, board members who helped with the show, and volunteers who wanted to help with the show.","NA","Student"
"This whole summer has been like this I feel like.","NA","Student"
"I gave my support to one idea which I felt to be impressive and my inputs were considered.","IDK","Student"
"Many people gave their opinion regarding what to include and what not.","NA","Student"
"This was during the 5S audit in the plant.","NA","Student"
"Although we did not like their concepts our team leader was able to communicate our concerns to the designers without hurting their feelings. 
","NA","Student"
"Our meetings were a space where everyone could share their opinions without judgement.
","STF","Student"
"After coming up with ideas, we found a solution that will make the situation go much smoother and is more fair to the students in a way that it wasn't before.
","NA","Student"
"This story is the same as the one that I had for communication.","NA","Student"
"This semester, the new intern Jennifer came in with much more histology experience than me.","NA","Student"
"I completed a program that had 8 modules for various educational areas that were required for obtaining an adequate understanding of the roles and responsibilities of a scribe.","NA","Student"
"This semester, I took complete control over the career center's blog, Crafting Your Clemson Career.","STC","Student"
"Through SEE Clemson I gave prospective students and their parents tours of campus and sat on a panel for the students to ask questions about Clemson.","NA","Student"
"This semester, I had the opportunity to lead groups of students in exploring Clemson and various engineering disciplines.","NA","Student"
"My fellow interns and I were tasked with doing back end evaluation of the new guidelines and determined that it detracted from the progress of many groups.","STC","Student"
"This semester, CEDC implemented a new project life cycle that would create deliverables for every stage of the research, design, and implementation processes.","NA","Student"
"On of my peers was not very happy about this.","NA","Student"
"This semester we were required to give training sessions.","NA","Student"
"Everyone was very engaged in the ideas and excited about making it happen.","TF","Student"
"We decided on handing out flyers, extending drop-in hours, and using our networks to get other organizations involved.","NA","Student"
"This semester we have primary worked as a team to get assignments done but I am my own leader in ensuring I hold up my weight on tasks. 
","STC","Student"
"This requires a lot of leadership on my part in order to make sure all of our positions are working together effectively and aware of what the immediate and overarching goals are. 
","STC","Student"
"That brought its benefits and challenges.","NA","Student"
"This involved a lot of self leadership, when I was at the Greenbuild conference I had to take the initiative to talk with experts about my project.","STC","Student"
"This semester since I have not been focusing on training our new interns but rather doing research, I have had the opportunity to really watch my manager.","STC","Student"
"This semester my supervisor asked me to do a talk on the recycling options we have for events, in the hope to move toward a more sustainable presence on campus.","NA","Student"
"It was amazing to see her overcome challenges and be a role model for other students.
","TF","Student"
"I was responsible for delegating tasks and this including making sure each intern was given a task that best suited their strengths and making sure things were done on time. 
","TC","Student"
"This level of responsibility helped me to gain valuable leadership skills and improve upon the skills that I already had.","NA","Student"
"This semester I was appointed head intern for my event","NA","Student"
"At the end of the meeting we would have reached a decision on how we should promote studying abroad. 
","NA","Student"
"We would also discuss possible marketing ideas for how to get more students to go abroad to further reach our goal.","IDK","Student"
"At this time, we would catch everyone up on our individual progress, and our mentors would inform us on how we were progressing with our overall goal.","STF","Student"
"I think my mentor was also very excited for me to lead these sessions for the same reason I was, and noticed my excitement for taking on this new task.","STF","Student"
"I was able to share my unique experience of studying abroad in a non-traditional location and hopefully encourage students to branch out in the locations where they're looking to study abroad.","STF","Student"
"This is because when developing software it is best to have one developer working on the project.
","NA","Student"
"This semester I led a group to plan a manager appreciation lunch.","IDK","Student"
"This semester I have really had to step up to be a leader as I am the oldest person here","TC","Student"
"This helped us learn what part of invoicing we were best at and capitalize on that. 
","IDK","Student"
"This semester I have noticed the Finance department in Campus Life working with all the Student Event Coordinators to help us with invoicing and help understand the process more.","TF","Student"
"This semester I have had to become a stronger leader with other student employees.","STC","Student"
"I wanted her to be hands on so that she was not overly stressed when I was not there.","STF","Student"
"This semester I had the pleasure of training my replacement for this position.","STC","Student"
"In doing this, a task that usually takes the entire morning (8am to 12pm) ended up only taking 2.5 hours (8am to 1030am).","NA","Student"
"Our project involved laying down sod for a morning.","NA","Student"
"This semester a group of mentors volunteered with Habitat for Humanity.","NA","Student"
"This question does not apply to my internship, but a time that my supervisor did develop a team was during the hiring process.","NA","Student"
"Having an extra set of eyes to review a project always proves beneficial, especially at the level that these graphics mean for the university.
","NA","Student"
"Being a graphic design job there are some things easily overlooked when you are designing for hours and hours on end.","STC","Student"
"This question almost relates to every single project I worked on during this Summer.","NA","Student"
"As a photographer, especially on campus, you have to work as a team to capture the right photograph.","NA","Student"
"I had to be tough on some people, even though I didn't want to.","TC","Student"
"This job makes us be leaders because you have to take that role when teaching someone.","NA","Student"
"The adversity and leadership came in when it was 1:30 in the morning, and we were still trying to pick up these 200-300 pound, wet and slippery pieces of metal, and load them back into our truck.","NA","Student"
"I think the best example I have for this from the semester would be the Paint Party that CLEMSONLiVE puts on every August for the new freshmen.","NA","Student"
"This job is all about leadership and finding a form of leadership that works best for your team.","NA","Student"
"I took the initiative and ran through the testing procedure with multiple departments. 
","STC","Student"
"In this way we not only allowed the stakeholders to own the process themselves but also be aware and acknowledge the contributions of all the members of the process as a whole.
","STC","Student"
"Anytime we would meet with stakeholders our overall goal was to help everyone see directly where on the process they fit in, and how others contributed to the success of the overall process.","TC","Student"
"In order to achieve our goals for each event in a proper manner, my UPIC mentor meets with me and the other UPIC intern and explains everything that needs to happen for each individual event and tells us what we need to do in order for the whole to work together to achieve success. 
","STC","Student"
"My UPIC is largely related to event coordinating and preparing.","NA","Student"
"In these meetings we discuss how our mentees are doing and learn academic and life strategies to pass along to them.
","NA","Student"
"This is displayed weekly as my Mentor leads meetings for the PEER Mentors.","NA","Student"
"This is a general answer, but every project that was assigned to me was completely given to me.","NA","Student"
"Keep going or something like that.
","NA","Student"
"This is a difficult one because I did not necessarily hear anything supervisors or employees would say to each other since it was all technical Spanish, Catalan, or very fast and mumbled.","NA","Student"
"Decisions were not based on me and hence leading a team was never an option.
","NA","Student"
"In addition, there was a new intern at our site this semester who I was tasked with training about all of the various intern responsibilities at my site. 
","IDK","Student"
"I had to step up to the task and take on a lot more roles this semester as the health educator who ran DPP quit at the end of last semester.","TC","Student"
"I used my previous knowledge about quality and the concerns they had about these racks to lead the team to do some testing and make suggestions for improvements.","STC","Student"
"These efforts were appreciated and I am currently in discussion with the head of the Immersive Space to help train the next group of interns on their expected daily conduct while on the job.
","STC","Student"
"I noticed that the student in charge of us what having trouble expressing in detail what exactly he wished the other interns would improve on.","STC","Student"
"I am the only intern from my organization that was asked to return for next semester.","NA","Student"
"The first event was a pond restoration at the Anderson Civic Center and the second event was a stream clean up where I was in charge of 13 kids age 11-17 in an effort to restore a stream off of 28 by-pass in Anderson SC.","NA","Student"
"There were two activities where I was in charge of leading a group of volunteers in clean-up events and environmental improvement.","NA","Student"
"Another intern that Paige works with would also work with us sometimes on the organizational aspect of projects.
","NA","Student"
"There were several times in completing a project where Paige and I would bounce ideas off of each other to come to a conclusion on how to organize for an event or how to display a flyer.","IDK","Student"
"When entering surveys or mailing out individual packages to the different counties, it took thought and insight from everyone involved to create a process that would make my work as efficient as possible.","NA","Student"
"There were many different tasks in the office that required a fool proof procedure.","NA","Student"
"There were a few times where a certain Cybersecurity article or topic would initiate a conversation about ethics or future outcomes.","NA","Student"
"There wasn't much room for leadership in the internship as I worked alone.","NA","Student"
"There was one time where each of us interns were discussing what our current projects were, and what we were doing to achieve them.","NA","Student"
"I had been working on the project the entire week before and knew a lot about which drawings we needed and which ones that we did not need.","NA","Student"
"Every day a supervisor put him on one and he was the main guy to work it.
","NA","Student"
"There was one new employee that started mid summer","NA","Student"
"Someone plugged in and tested the boxes, someone flipped the switches to see which ones worked, and someone wrote down the information. 
","NA","Student"
"There was one day when all of us interns and our mentors went up to 4th floor WATT and we had to trace every electrical wire to it's correct box.","STF","Student"
"There was multiple times that we had a job that we needed to be completed to I would gather information from everyone so that the method we used to complete the job was the most effective way.
","IDK","Student"
"There was leadership practice everyday at the studio because of the constant teaching that had to happen.","NA","Student"
"so it was vital that we worked together to achieve a common goal.
","STF","Student"
"There was another intern working alongside me throughout the duration and often times we were assigned to the same project.","NA","Student"
"I stayed in contact with her to ensure that we were on the same page and being efficient and consistent in our work.
","TC","Student"
"While my supervisors were involved in conversation and the following investigation, they did not have to worry about the day to day tasks and were able to solve the crime with my help.
","NA","Student"
"In order to facilitate helpful discussion and to solve the issues, I listened to everyones opinions and allowed them to speak their mind, while I turned to day to day operations and repair so they would not worry about the menial issues.","TF","Student"
"Everyone had different opinions of how it happened and how to contact the authorities to fix it, but the bottom line showed that the damage had been done and needed to be repaired.","STC","Student"
"He tried to cover every basis required for this purpose and given us certain responsibilities to handle and perform them diligently.
","STC","Student"
"In the end, we got a sign that has the studio hours on it and a reserved seating message.
","NA","Student"
"If there was, I think I would have performed well.
","NA","Student"
"I suggested that we delegate and split up, with me doing the duties that I could perform on my own without the vet's direct guidance.","STC","Student"
"But through collaborating and communicating with my peers I have become more confident in my abilities to lead people.
","NA","Student"
"Each and everyone working were a critical part of the maintenance procedure and hence, there must be a strong bonding between them.
","NA","Student"
"There, no matter how small the work was, every worker was given due respect for their work.","STF","Student"
"Once, the team had to bring out an entire die for rebuild.","NA","Student"
"There is a strong diversity in the maintenance department.","IDK","Student"
"I had to actively discuss with the workers what they 
","NA","Student"
"For example, during strike (when we clean up a show) it was my responsibility to remain in the shop while my mentor worked on stage.","NA","Student"
"There have been many times that I have had to take charge in the shop.","NA","Student"
"There had been an everlasting problem of gear measurement frequency at the company I work at.","IDK","Student"
"Mark recognized their skillset and capitalized on it to help fix the weather functionality. 
","IDK","Student"
"There had been a bug in some software displaying weather data on one of the lobby displays.","NA","Student"
"I was able to partake in a diabetes prevention meeting with one of my mentors Melissa Bales and another person under our grant who was working on efficiently maximizing our ability to transfer data from online program to program as well as other time-management strategies.","NA","Student"
"I worked closely with Yuki, my mentor, to make these sessions happen and discussed my accomplishments with these students with her weekly.
","STC","Student"
"The work I did in promoting study abroad opportunities for STEM majors and the RiSE community helped make it possible for these students to go abroad.","NA","Student"
"As a member of the former and an employee of the later, it was my responsibility to work to fulfill the goals of both organizations, whether it be in providing assistance and access to the space's technology, or working to recruit additional members to our space's club through our normal hours of operation.
","TC","Student"
"He understood everyone's opinions, stood neutral and motivated them to focus on growth and to impose positive culture within ourselves.","TF","Student"
"AS lead video intern I had to attend all the meetings and communicate what our team could contribute to the project. 
","NA","Student"
"The university intern project involved working with public relations, writing, photography, and creative interns.","NA","Student"
"She had already been in country for a full seven months so, by the time that the new cohort arrived, she was a seasoned professional of the Haitian culture.","NA","Student"
"Words cannot explain how difficult it is to enter a completely new culture with no English, extreme poverty, strange (to us) practices, and a whole new diet.","NA","Student"
"The transition into this internship is likely one of the most difficult life transitions you can make.","NA","Student"
"The supervisors for this internship were extremely helpful when it came to answering questions and aiding our development in using the data sorting programs.","STF","Student"
"That's why he also regularly scheduled 1-on-1 to provide feedback.","IDK","Student"
"The supervisor of my project has been quite encouraging in fostering discussion between different members.","TF","Student"
"Once a month, students can use their points to buy Clemson merchandise.
","NA","Student"
"Haley Cox and Ben Blodgett has always recognized students who have worked hard and those who were willing to help by providing REC Points.","TC","Student"
"The Sr. Quality Manager to whom I reported inspired me by his style of addressing people and issues.","IDK","Student"
"The Software that we made once failed at the midnight.","NA","Student"
"The projects that I worked on were completely independent projects so in context I was leading the projects all by myself and this taught many things at every stage of the project delivery.
","NA","Student"
"The Pro Benefits Expo was a huge success, and the client along with his department has said that they will be working with us on all future events.
","NA","Student"
"At the meeting, I made sure to bring in other pools of knowledge such as the head of operations and my mentor.","IDK","Student"
"Things like hiring practices, certain purchases, and creating tools for the next generation of interns to use.
","NA","Student"
"He listens to their input and gives a lot of value to the feedback of other team members. 
","STF","Student"
"He conducts morning meetings to assess the performance and he acts a bridge between all departments.","TC","Student"
"I encouraged my seniors to have team meeting so that everyone could subject their opinion to the project which helped in picking up the pace of work.
","TF","Student"
"The Plant growth project required insights from team members from different backgrounds.","NA","Student"
"I was then able to add to that lecture and talk about my own experiences studying abroad.","NA","Student"
"The information was given to all of the mentees to come and some of them did.","NA","Student"
"The PEER/WISE Office regularly puts on Wednesday night leadership development series.","NA","Student"
"so we are always encouraging one another.","IDK","Student"
"Our work is very design based so we are always asking for feedback and possible changes.
","NA","Student"
"He gathered a group of us to collaborate and work towards achieving the idea he had in mind.","STF","Student"
"The office was planning ways to recruit students for studying abroad in the summer and fall and I took part in meetings where new ideas were encouraged and thoughtfully considered.","STF","Student"
"The masters student who leads the Oconee Food Summit project often felt unsure of their actions and decisions.","NA","Student"
"The majority of us that served as counselors at our large camp had never been a camp counselor before and my mentor helped guide us and teach us how to be with the kids and help make the cmap run as smoothly as possible
","STF","Student"
"This helped me facilitate discussions in which I learned about others' thought processes as well as adapted to others' points of views.
","NA","Student"
"Although this isn't me leading them persay, I had to learn how to take the initiative and reach out when I need help.","TF","Student"
"The main example I have for this section deals with the vast amount of time and effort that went into editing, revising, and updating policies that were meant to help the staff remain efficient, safe, and adherent to the Joint Commission standards.
","NA","Student"
"Our goal is to operate like a top 20 machine shop in the USA, and we are constantly striving for that goal.","NA","Student"
"I am constantly interfacing with Dr. Schweisinger to work out new ways to improve the machine shop.","NA","Student"
"The machine shop manager is the highest form of leadership in the machine shop.","NA","Student"
"A lot of us come from different backgrounds and majors and have different levels of experience and skill","NA","Student"
"The internship supervisor would always be aware of an interns capability.","IDK","Student"
"The internship at the dairy is not really a group activity, its generally only two individuals running the parlor: one intern, one farm employee.","NA","Student"
"I dug into the root cause and trained the people working on that section to prevent the occurrence in the first place, thus achieving the common vision of Lean Manufacturing
","NA","Student"
"This helps us creating systems that enable everyone to keep track of our goals and progress.","STC","Student"
"Beyond raising $35k for the event, we were able to secure the entire Watt Center for the weekend for free and received hundreds of dollars worth of in-kind donations in the form of materials for the event.","IDK","Student"
"In recognizing Clemsons organizational goals of enhancing student learning through REAL engagement and learning, I was able to align those goals with my teams goals of recruiting new talent and supporting the hacker culture at Clemson.","TC","Student"
"For example, I had a mentee who was accused with cheating.","NA","Student"
"I attended the meeting in which several potential solutions were presented by the different parties involved in such a way that all would benefit from it. 
","IDK","Student"
"This led to multiple discussions between me, the client, and my supervisor, in which we tried to combine our knowledge in membrane science, the end-user, and manufacturing, to achieve the common goal of a device that was feasible and useful.
","TC","Student"
"Sometimes this meant that the design had to be altered in such a way that the performance was lowered, but the less human error was possible.","NA","Student"
"The end-user is not trained in membrane science, which is the base of the technology around the device.","NA","Student"
"The goal of my internship is the design of an end-user device.","NA","Student"
"The Global Awareness Film and Discussion Series events contained a discussion component at the end that I sometimes participated in.","NA","Student"
"In the end I had settled on a plug-load monitor which was more expensive than we had preferred but would reliably accomplish this goal.
","STC","Student"
"The first thing I did when I was tasked with finding a way to monitor power in the Watt center is ask my fellow interns how they would go about solving this problem.","NA","Student"
"By not requiring a specific way of doing something, this required me to take initiative in my tasks and take the leadership to contact the appropriate people to explore all options to better our process. 
","STF","Student"
"The ERM department is very small, consisting of only myself, my boss, and my other fellow intern Antonio.","NA","Student"
"In a matter of days we were able to get this message, in addition to a well-made video from Peyton, out to thousands of students.","NA","Student"
"One unique example of this was between Dr. Wilson and Peyton this semester.","NA","Student"
"The entire business was just me","NA","Student"
"The employee recognition and reward program within Development is very developed and has been one of my favorite projects to work on throughout the duration of my time at the Development office.","TC","Student"
"The director of the department that I work made it a point, both at the beginning of and throughout the semester, to meet with every mentor and ask them what they would like for the organization to look like.","TF","Student"
"The development of user personas was a great challenge as it requires a lot of inputs but certainly becomes chaotic if thirty odd people yell out their ideas.","NA","Student"
"We had to meet with athletic leaders to figure out exactly what we would be allowed to do and when.","STC","Student"
"The department put on the Recyclemania competition at Clemson this year and also organized the Zero Waste Game in coordination with Recyclemania and I played a large role in organizing the events that went along with it.","IDK","Student"
"During that meeting, we have discussed with our works.","NA","Student"
"and feedback was given o them by me and our subsystem.
","STC","Student"
"Ideas and suggestions were taken from all the different subsytems like interiors etc.","NA","Student"
"The Deep orange team had weekly meeting where we used to express ideas and the work which was done over the past week.","NA","Student"
"The day to day operations revolve around the shared goal of keeping all the systems up and running and providing stellar customer service.
","STF","Student"
"She leads the postdoc community well and they all appreciate her greatly.","TF","Student"
"The cool part about my position is that I get to work with a lot of international students.","NA","Student"
"The CI Decipher group did a great job cataloging the strengths and characteristics of CI members and writing about their areas of research.
","STF","Student"
"One such instance was setting up a meeting with Jeffrey Kallin over in Athletics to gain his insight on video and digital media so we could communicate Dr. Thomas' message through those mediums.","NA","Student"
"The Board of Directors meets often to discuss how we can work together to increase our impact and one of these ways is by communicating how we can reach more people
","STF","Student"
"We have been trying to use this information to provide better services to the students.","NA","Student"
"I also included a question that allowed students to suggest ideas to us about what they wanted not only for the alumni banquet but for the department as a whole.","STF","Student"
"and so I challenged one of my colleagues to break his usual record sales for the week.
","STC","Student"
"The best example of this is when we were having a somewhat slow day","NA","Student"
"The 10 interns had to come up with a creative strategy for fundraising","STF","Student"
"Every time I would finish passing out the snacks, I would come back to the office with a new story about how much they meant to the students and the group really enjoyed hearing how their part of the projects transcended into this positive end result.
","NA","Student"
"At our meeting, everyone was really excited about the project and wanted to voice their opinions and ideas as well.","STF","Student"
"I was able to get the whole office behind me on this mission and get them involved to the point where they felt invested in the process as well.","TF","Student"
"The Its Not Too Late Campaign is a great example of my effective leadership efforts.","STC","Student"
"At our meeting, everyone was really excited about the project and wanted to voice their opinions and ideas as well.","IDK","Student"
"The Its Not Too Late Campaign is a great example of my effective leadership efforts.","IDK","Student"
"I have basic knowledge of the Watt Center's operations.","NA","Student"
"My supervisor thus asked me to work in collaboration with the senior database developers to learn how to efficiently extract the data and also get acquainted of the most efficient methods to complete this task.","STC","Student"
"It was during these discussions we made sure everyone spoke up about the problems they faced in the project, and everyone was encouraged to speak up on any potential solution ideas to resolve it.
","STF","Student"
"Tbh, I would not say that I'm a leader in this role.","NA","Student"
"Taking up responsibilites for quality issues 
","STC","Student"
"Taking the lead when various corporate partners visited campus. 
","NA","Student"
"Taking initiative with clients was a huge part of leadership in my internship.","IDK","Student"
"Taking charge in tasks when its necessary for someone to step up.
","TC","Student"
"Take notes for donor relations meetings and adding ideas and improvements over items talked about.
","NA","Student"
"For a project I noticed he gave them a appreciation certificate as well.
","TF","Student"
"Supervisor appreciated the work done by people under him by giving them usual praises.","STC","Student"
"Sunny and I worked a lot together to come up with better and more ideas of what should be incorporated into any project and program 
","NA","Student"
"Steven always made sure to assign us tasks he thought we had the necessary skills to complete.","IDK","Student"
"I feel like encouraging discussion and getting them to talk about their ideas helped them more than simply telling them what they should do.
","TF","Student"
"Some groups that come into the video studio ask for more creative advice on how to structure their video or how to edit it to best achieve the goal of the assignment.","STC","Student"
"Some defective parts were sent back to the plant from the customer.","NA","Student"
"So when we are working and someone reports a problem, all the interns would go up to the room and collobartive help solve the problem.","NA","Student"
"I took all of the information that I was given from the other student employees and managers, and I was able to make sure that their concerns and questions were presented in the meeting. 
","STF","Student"
"Dividing up responsibility kept all projects flowing in a timely manner.
","TC","Student"
"As a business major, I was mainly in charge of the projects relating to marketing and other business functions.","STC","Student"
"Since there were multiple interns at my site, my supervisor would give us projects based off of our skills and interests.","STC","Student"
"To this end, I took the time to both contact groups that could use the technology in the building and inform other students about features of the building.
","NA","Student"
"The results of this LCA could potentially be useful for companies that want to create valuable products from waste streams, as well as good for the environment!
","STF","Student"
"Since our product is biodiesel, I suggested adding a Life Cycle Assessment to the research to verify is the method we are using is more efficient, environmentally friendly, and cost effective than other methods of making biodiesel.","NA","Student"
"However, I took the lead in planning deadlines for myself to make sure work was completed in time.","STC","Student"
"Since my work my not a typical group project, I did not have the chance to lead the team.","NA","Student"
"Therefore, leadership has not necessarily been a main focus throughout this semester.
","NA","Student"
"Since I worked independently with only my site mentor I had very few opportunities to empower others in the workspace.","STF","Student"
"I helped him to finish that part of the works. 
","NA","Student"
"Since I was just an intern, I don't really have a big stage to show my leadership.","NA","Student"
"There were situations where we were behind the match and everyone had different point of view for catching the score.","NA","Student"
"Since I was an intern in my company, I never got to lead a team in a high professional level.","NA","Student"
"Since I was an intern and there were employee who were doing somewhat same things that I used to do (analyze packaging), one of my mentor asked me to share my work with them and take their views on same.","STC","Student"
"This skills defiantly came in handy when I had to train the new summer workers on how things are done on the farm, how to complete a certain task and how to work the equipment on the farm. 
","IDK","Student"
"Since I am the only one working on my project (besides my mentor, who is assisting me), my capabilities (and limitations) are what ultimately influence the future direction of the project.
","NA","Student"
"I started by making sure each of them had the same level of responsibility as I did and that we all had equal communication with our client.","NA","Student"
"Since I am graduating, I knew it was crucial to prepare my team to take over this project for next year.","NA","Student"
"I also asked them how I could be an aid in this.","STF","Student"
"Since all of my mentees were Computer Science students, I held a meeting where they all were to sit and discuss with each other, what they expected from each other, and how they can help each other succeed this semester.","STF","Student"
"The other volunteers and I came together to complete the shared goal of a finished activity. 
","STC","Student"
"I serve as the student perspective and face to the Honors College, but to students can be seen as a leader or intermediary extension of the Honors Office.","NA","Student"
"Shared my knowledge with other fellow interns when completing the project.
","IDK","Student"
"I expressed to them that no idea is a bad idea and that every idea will contribute to what we decide on in the end. 
","TF","Student"
"Setting up a meeting.
","NA","Student"
"Many women will never push themselves physically in the weight room because of the negative sterotypes, they are afraid people will judge them, or they do not want to enter the gym because of myths people have told them about women working out.","NA","Student"
"It is often viewed negatively if a woman is stronger or more muscular than a man.","NA","Student"
"Also, one of my purposes of creating this program is to overcome the obstacles that women face in today's society.","NA","Student"
"see 21","NA","Student"
"These meetings are conducted by my UPIC Mentor, Sam Hoover.
","NA","Student"
"Scrum is a project management methodology used in Software Engineering.","NA","Student"
"These meetings are conducted by my UPIC Mentor, Sam Hoover.
","NA","Student"
"Scrum is a project management methodology used in Software Engineering.","NA","Student"
"Saw the supervisor here do a good job of juggling different types of people with ease.
","STC","Student"
"Robbie conducted a teach meeting every week where we discussed the weeks goals and plan to covering events. 
","NA","Student"
"He believes in the kids and he tell them that.","TF","Student"
"He encourages them to shoot the best they can and he becomes their friends.","TF","Student"
"Recently, project management has rolled out a new strategy that includes having teams document their projects in a more rigorous way.","NA","Student"
"I think one important characteristic for someone who believes that have qualities of being a leader, is encouraging others around you to criticize you or your work.","STF","Student"
"Provided feedback to Committee Members from a student perspective 
","NA","Student"
"Prior to the Spring Jubilee Festival, we realized that the construction in downtown Pendleton would cause a change in our usual booth locations.","NA","Student"
"presenting our work to the board of directors of the spiro institute as well as addressing the need for board members for veteran entrepreneurship. 
","NA","Student"
"Pointed out few inconsistencies in the JSA while in the safety meeting where all the employees identify the risks involved on construction site.","STC","Student"
"Pointed out areas of improvement to mentor and improved them.
","STF","Student"
"I actually enjoy making plates with knowledge that each one has a high value of cost to our company.
","NA","Student"
"As I continue to perfect my process of making plates I have gleaned numerous tips from each team member to ensure that I can be proficient and dependable when assigned this task.","NA","Student"
"Plate making is an important step in the pre-press process.","NA","Student"
"They made sure to keep everyone on track and engaged.
","TC","Student"
"They facilitated outside meetings and tasks.","NA","Student"
"Based on this part of our mission statement, I developed a report for our board of advisors that explained how a member directory would benefit OLLI, improve the effectiveness of our mission statement, and provided solutions to creating a member directory with all the features we desired.
","IDK","Student"
"Per the request of one of our board members, I was given the task to investigate and ultimately create a member directory.","NA","Student"
"PEER/","NA","Student"
"Now, we wait for drivers to ask if the ECV is going with them and we are then able to signal by shaking our heads.","NA","Student"
"so they would drive right by the load zone, without loading the standing guests.","NA","Student"
"Part of my role is to signal to drivers how many guests in ECVs they have going to the park.","NA","Student"
"While helping one graduate student harvest, I constantly asked questions about the process and why we were doing each process.","NA","Student"
"Part of my job involves helping the graduate students in my department.","NA","Student"
"An example of this was when I recognised that spools on the 3d printers were often becoming entangled about themselves, causing prints to fail.","NA","Student"
"Part of being an intern at the makerspace includes searching for issues to problems within the space and determining ways to resolve or improve conditions.","NA","Student"
"This summer was about correcting everything and ensuring that all staff areas were on the same page.","TC","Student"
"Meaning that the majority of student staff working here have been here for no more than a year.","NA","Student"
"Most of this change was facility related, staff related, or policy related.","NA","Student"
"Over the past few years, Campus Recreation has seen a good bit of change.","NA","Student"
"This helped remind just how important CEDC's mission is to improve the quality of life of people in the Central Platuea. 
","STF","Student"
"Our director was using our strengths to get the job done. 
","STC","Student"
"Our director assigned us the different certifications topics in a strategic manner based on our major.","STC","Student"
"Out at HERDS, one of the interns was the director while the rest of us were assistant directors.","NA","Student"
"For example, we have a design style guide website called Kit where listed all visual components our team members may refer to when we work on our individual projects.","NA","Student"
"Next meeting, we were able to keep people respectful of other team members' thoughts and opinions by encouraging people to speak one at a time, and the meeting ran a lot smoother than the week before.
","STF","Student"
"One meeting was a bit hectic, with many students trying to interrupt and talk over one another.","NA","Student"
"Our team has weekly meetings where everyone comes together to discuss the progress their subsystem teams are making and what we need to do to move the project forward.","IDK","Student"
"Our supervisor would demonstrate the importance of no backing by giving examples of industrial backing accidents.","STC","Student"
"People didnt take backing were seriously.","NA","Student"
"Each person on the team brings something different to the table and he knows how to have us work in the best way possible and also learn at the same time.
","IDK","Student"
"He also encourages everyone to learn new skills as well even it doesn't always turn out as planned.","STF","Student"
"Our supervisor Robbie is always super encouraging to everyone around us.","TF","Student"
"At the same time our supervisor gave us opportunities for cross-training which allowed us to broaden our skill sets, for example having me work on learning Adobe programs for creating content and graphics.
","NA","Student"
"Our supervisor Chris Paredis' method of interaction which enables his subordinates and the occurrence of this time and again should suffice.
","IDK","Student"
"He alerted all the project engineers to mark every product that's no longer need as 'trash' in the cage.","NA","Student"
"It was my responsibility to take care of the cage and report to the supervisor (Director of Engineer) if its not in good shape.","NA","Student"
"Our office has weekly meeting to review the week's achievements and set goals for the following week.","TC","Student"
"Our mentor, Mark, assigns projects based on the needs of the building and our own capabilities, giving seniors more complicated projects like using an AI to track the number of people in a room, to giving me the task of using monitoring software to create a power schedule for the building.
","STC","Student"
"Our mentor, Chris Paredis is very understanding towards every situation.","NA","Student"
"There was one instance where we needed to analyze samples on a machine that neither I not the other intern had ever ran.","NA","Student"
"He helped us bring our ideas together to form one coherent project with dual aspects.","STC","Student"
"I and my fellow intern co-worker were guided by this student with more experience than us.","STF","Student"
"She's a managerial idol and someone I would model future managerial styling after. 
","TF","Student"
