"Labeled Data","Final Label","Dataset Name"
"McKenna has wonderful leadership qualities that I've been able to witness during my time with her, but I see a lot more potential for her to emerge as a leader among her peers.","NA","Mentor"
"Meagan has truly been a leader, not just in the SEC area, but as a leader for all of our student employees.","NA","Mentor"
"Melissa has grown a lot in her leadership abilities over the last semester and continues to improve every day.","NA","Mentor"
"Michael is great at following directions and getting and responding to feedback, but could step up more to lead and organize others as they work together on projects.
","IDK","Mentor"
"Mihir needs to improve leadership decision making capabilities.","NA","Mentor"
"Mikayla was put in a position of leadership for a couple of events.","NA","Mentor"
"Ministry leader Tammie Southerland knew how to pull out the talents in her staff and interns.","STF","Student"
"Much less a reflection on Emily, as the role had limited potential for leadership outcomes; Emily actually did serve as a leader among her peers, both as a senior of high academic performance, highly involved in student life and various organizations, as well as a subject matter expert who had regular opportunities to advise students on global engagement opportunities in her college.","NA","Mentor"
"My boss is in charge of the student ambassadors.","NA","Student"
"My boss, being a German-American, often had to recognize and respect the unique strengths of individuals from all backgrounds.
","STF","Student"
"My encouragement to all students is that Collaboration and Leadership skills are critical to students for long term success in this field.","NA","Mentor"
"My encouragement to all students is that Collaboration and Leadership skills are critical to students for long term success in this field.","NA","Mentor"
"My entire internship centered around my ability to encourage discussion among individuals (mainly professors).","STF","Student"
"My host/supervisor in the company is the team lead for this project and I observed how he coordinated with full time employees and other interns in order to combine all the individual knowledge, skills, background and tasks in such a way that in totality the project turns out to be a success. 
","STF","Student"
"My internship was based less in sharing ideas than in completing tasks as necessary.","TC","Student"
"My job here was usually a one man job if I was not collaborating with other groups.","NA","Student"
"My leadership wasn't showcased necessarily in a group setting, considering we never had group projects with other coworkers.","NA","Student"
"My manager and I were constantly discussing ways to improve the office environment and its organization to best suit the needs of our employees.","NA","Student"
"My mentor demonstrated this in how he handled all of the interns.","NA","Student"
"My mentor has to accommodate different views for all of his work, since people from each of the departments in the College of Science have different visions for flyers, etc.
","STF","Student"
"My mentor ius really great at getting people to work together, especially within our lab.
","STF","Student"
"My mentor Terri has to communicate with all people within the department on a daily basis because she handles so much of the administrative work.","NA","Student"
"My mentor, Jackie, was always recognizing her interns for the great work that we were producing.","IDK","Student"
"My mentor, Joe Robbins, recognized my strengths in print design and deliberately gave me projects that capitalized upon this strength.
","IDK","Student"
"My mentor, when I came to this program, introduced me to his graduate students and his summer workers.","NA","Student"
"My mentors were both great.","NA","Student"
"My project lacked focus for a good part of the internship.","NA","Student"
"My site mentor is a role model and leader in my field and someone that I look up to and respect.","TF","Student"
"My supervisor developed a team of interns and student workers to complete several different tasks.","IDK","Student"
"My supervisor had to speak about what PEER WISE is and does to students and parents at the event that we hosted.","STC","Student"
"My supervisor manages four of us interns, and she does a great job at assigning us projects based on our interests and skill-sets.","STC","Student"
"My supervisor oversees all interns.","IDK","Student"
"My supervisor used everyone in the office's strengths to create successful events.","STC","Student"
"My supervisor, Jackie, is a really good example of this and thats why I like working for her.","STF","Student"
"Myself and another lab member are working on different projects, but the method of going about them is the same.","NA","Student"
"N/A, never had the opportunity to do so.
","NA","Student"
"Namrata was not asked to lead or innovate, which could be assessed in a future position.","NA","Mentor"
"Needs higher comfort level to get people around her excited about work, but this is very minor.
","NA","Mentor"
"New employee training offers a ton of leadership experience.","NA","Student"
"Nicole has great potential for leadership.","NA","Mentor"
"Nicole has grown leaps and bounds since she started as a freshman.","NA","Mentor"
"None of these options are weaknesses for Daniel, and he is quite balanced across all of them, so its hard to choose one, and I am waffling between Collaboration and Leadership because they work together.","NA","Mentor"
"Not in this rotation, but in my previous rotation, I was given the opportunity to lead a group of high school students from around the country for a week in our facility to learn about electron microscopy.","NA","Student"
"Not yet experienced in this skill, however opportunity hasn't been presented.
","NA","Mentor"
"Notice a willingness to work and be part of the team but nor to drive and take charge and own a specific part of the project.","NA","Mentor"
"Often times in our team meetings, we would all contribute on certain issues and provide a different view on how to solve certain issues, such as people not signing in or logging their 3D printed parts.","NA","Student"
"Olivia was shy at first","NA","Mentor"
"On one occasion, I was sent with other interns to lead a large group of volunteers to clean a school.","NA","Student"
"On several projects and committees, the WISE Coordinator had to delegate jobs to our staff in ways that all mentors' strengths were recognized.
","IDK","Student"
"On the first day of my internship, there was a yearly inventory check done by a 3rd party.","NA","Student"
"On the Social Strategy Team, we have interns from different departments.","NA","Student"
"Once Katelyn has a change to work more, see a bigger variety of task and works her way up in a firm, she has great potential to o,prove her leadership skills.","NA","Mentor"
"Once, another employee needed to make something for the office and he recognized that we had a unique set of skills and the means to 3D print what was needed.","IDK","Student"
"One challenge we encountered this semester included tasks being left incomplete for extended periods of time.","TC","Student"
"One day at the end of the day, everyone was doing their closing jobs after the park had closed.","NA","Student"
"One day while working in the lab at Clemson, the other undergraduate intern and I were left alone for the rest of the day because both of our mentor's had important meetings to attend.","NA","Student"
"One of Dr. Baldwins strengths as a mentor lies in his approach to providing guidance and explanations at vastly different levels of experience.","IDK","Student"
"One of my fellow interns immediately took to organizing the intern meetings.","IDK","Student"
"One of my first few weeks Dr. Dye allowed me to attend, and help direct, one of the quarterly board meetings.","NA","Student"
"One of my goals for this semester was to create opportunities for the students attending the Business in Paris program to get to know one another before actually arriving in Paris.","NA","Student"
"One of my other friends (not in the internship) has an app he had been working on for a few months, he needed some advice and some direction","NA","Student"
"One of the biggest ongoing tasks of the semester was placing an order for padfolios.","NA","Student"
"One of the Faculty-directed Program Coordinators organized several class visits to spread the word about two new Faculty-Directed Abroad Programs.","NA","Student"
"One of the initiative's components is the Pathfinder's program which aims to recruit post-doctoral scholars to Clemson.","NA","Student"
"One of the people I worked with in my internship was formerly a part of the Marines.","NA","Student"
"One of the projects during the semester for Spiro was a video advertising the Spiro Living Learning Community for next year.","NA","Student"
"One of the projects I worked on this semester was partnering with the Visual Arts New Media to make a collaborative piece in virtual reality.","NA","Student"
"One of the projects I worked on was with a younger intern putting together binders of published work of physicians at GHS.","NA","Student"
"One of the projects we worked on with Dr. Gallagher was applying to research positions.","NA","Student"
"One time in the immersive space I collaborated with Jarrod Barnes and the student athlete interns he works with, and they used a public speaking application to help foster better speaking habits and to work on their delivery.","NA","Student"
"One time when I worked with a research project w/ people from other domain.","NA","Student"
"Our largest event for the year is the Donor Appreciation Event.","NA","Student"
"Our managers for each engagement were great examples of leadership.","NA","Student"
"Our mentor had given us a series of tasks to complete, and after initial communication, we went off to complete these tasks.","TC","Student"
"Our mentor, Chris Paredis is very understanding towards every situation.","NA","Student"
"Our mentor, Mark, assigns projects based on the needs of the building and our own capabilities, giving seniors more complicated projects like using an AI to track the number of people in a room, to giving me the task of using monitoring software to create a power schedule for the building.
","STC","Student"
"Our office hasn't given Charlotte many opportunities to have a leadership role, but, we're confident, if given, she would excel.
","NA","Mentor"
"Our team has weekly meetings where everyone comes together to discuss the progress their subsystem teams are making and what we need to do to move the project forward.","IDK","Student"
"Out at HERDS, one of the interns was the director while the rest of us were assistant directors.","NA","Student"
"Over the past few years, Campus Recreation has seen a good bit of change.","NA","Student"
"Paige is great at collaborating, however, she rather take on projects herself - in order to learn and grow - instead of delegating them.
","IDK","Mentor"
"Part of being an intern at the makerspace includes searching for issues to problems within the space and determining ways to resolve or improve conditions.","NA","Student"
"Part of my job involves helping the graduate students in my department.","NA","Student"
"Part of my role is to signal to drivers how many guests in ECVs they have going to the park.","NA","Student"
"Part of the job description for this internship is that students will identify promotional/marketing needs that we lack at the Watt Center and work to fill those gaps.","NA","Mentor"
"PEER/","NA","Student"
"Per the request of one of our board members, I was given the task to investigate and ultimately create a member directory.","NA","Student"
"Quanyi is advanced in all areas, however, given the position she was in and the short time period in which I was able to observe her work, there was not much opportunity for Qianyi to show her leadership skills.","NA","Mentor"
"Rachel is very capable and works well with others but seems to shy away from initiating a lead position.","NA","Mentor"
"Reagan is diligent and I would like to see her confidence continue to improve as she works with the rest of our team.","NA","Mentor"
"Reagan is pretty quiet and shy, but he is extremely knowledgeable.","NA","Mentor"
"Reagan is strong in all of these areas, but I see leadership as her greatest untapped resource.","NA","Mentor"
"Recently, project management has rolled out a new strategy that includes having teams document their projects in a more rigorous way.","NA","Student"
"Reed can work on finding her voice whether that is in a one-on-one environment or within a group.","NA","Mentor"
"Riddhi is such a complete employee, picking an area for improvement is very difficult.","NA","Mentor"
"Roy is hands down the BEST","NA","Mentor"
"Saavon has been a Pearce Center intern for many semesters.","NA","Mentor"
"Sarah has always been a leader on the Rowing team, however, in this internship I witnessed leadership outside of sport.","NA","Mentor"
"Sarah has really developed into one of the outstanding student leaders at Clemson.","NA","Mentor"
"Sarah possesses a great deal of potential in her leadership skills.","NA","Mentor"
"Self-starting, positive attitude, and creative.","IDK","Mentor"
"Shahab tries to solve many problems on his own, but should try leveraging his team members more to be more efficient
","NA","Mentor"
"She communicates well with other people, adapts well with any situation and new tasks, and has a great work ethic.","NA","Mentor"
"She did not have an opportunity to really lead others, so I feel that this is something that can always be worked on.","NA","Mentor"
"She has no intern co-workers here this summer, so I couldn't observe leadership skills but I'm sure that she has great ones in a setting with colleagues/co-workers/peers.","NA","Mentor"
"She hopes to start presenting workshops next semester, so this would be a great area for improvement!","NA","Mentor"
"She is not someone who speaks up or be up front and leads a group, however, she has great communication, collaboration and problem solving skills.","NA","Mentor"
"She leads by example.","TF","Mentor"
"She works well with others, makes a good observation of people, and has a good foundation to be a great leader.","IDK","Mentor"
"Since all of my mentees were Computer Science students, I held a meeting where they all were to sit and discuss with each other, what they expected from each other, and how they can help each other succeed this semester.","STF","Student"
"Since I am graduating, I knew it was crucial to prepare my team to take over this project for next year.","NA","Student"
"Since I am the only one working on my project (besides my mentor, who is assisting me), my capabilities (and limitations) are what ultimately influence the future direction of the project.
","NA","Student"
"Since I was an intern in my company, I never got to lead a team in a high professional level.","NA","Student"
"Since I was just an intern, I don't really have a big stage to show my leadership.","NA","Student"
"Since I worked independently with only my site mentor I had very few opportunities to empower others in the workspace.","STF","Student"
"Since my work my not a typical group project, I did not have the chance to lead the team.","NA","Student"
"Since our department's student intern position is not one who is responsible to keep others on task, it doesn't provide the intern any leadership background.","NA","Mentor"
"Since our product is biodiesel, I suggested adding a Life Cycle Assessment to the research to verify is the method we are using is more efficient, environmentally friendly, and cost effective than other methods of making biodiesel.","NA","Student"
"Since we could not provide any leadership experience for Sam in the intern position, I am sure he will grow as he is able to guide others in the future.","NA","Mentor"
"So I didn't see a lot of this in her this semester, which is why i'm choosing it for this.","NA","Mentor"
"So when we are working and someone reports a problem, all the interns would go up to the room and collobartive help solve the problem.","NA","Student"
"Some defective parts were sent back to the plant from the customer.","NA","Student"
"Some groups that come into the video studio ask for more creative advice on how to structure their video or how to edit it to best achieve the goal of the assignment.","NA","Student"
"Sri will be a good leader one day, she has the ability to go far in our industry.","NA","Mentor"
"Steven always made sure to assign us tasks he thought we had the necessary skills to complete.","IDK","Student"
"Still needs to be able to assert his plan on his team, he works well with the management team above him.
","STC","Mentor"
"Student never really stepped up as a leader of others, though he was an excellent supporter and encouragment to those who were leading.
","NA","Mentor"
"Tarlan is very young and lacks experience in the work place, but has a great deal of potential to be an excellent leader
","NA","Mentor"
"Tbh, I would not say that I'm a leader in this role.","NA","Student"
"Teresa established herself as a leader very quickly during her time at the Watt Family Innovation Center.","NA","Mentor"
"The department put on the Recyclemania competition at Clemson this year and also organized the Zero Waste Game in coordination with Recyclemania and I played a large role in organizing the events that went along with it.","IDK","Student"
"The development of user personas was a great challenge as it requires a lot of inputs but certainly becomes chaotic if thirty odd people yell out their ideas.","NA","Student"
"The director of the department that I work made it a point, both at the beginning of and throughout the semester, to meet with every mentor and ask them what they would like for the organization to look like.","TF","Student"
"The employee recognition and reward program within Development is very developed and has been one of my favorite projects to work on throughout the duration of my time at the Development office.","TC","Student"
"The goal of my internship is the design of an end-user device.","NA","Student"
"The intern demonstrated basic leadership skills.","NA","Mentor"
"The intern who is a good team player, while needs more improvement in motivating the team.
","NA","Mentor"
"The Its Not Too Late Campaign is a great example of my effective leadership efforts.","IDK","Student"
"The machine shop manager is the highest form of leadership in the machine shop.","NA","Student"
"The only reason I suggest Leadership is because I didn't have an appropriate amount of time to measure Jake's leadership.","NA","Mentor"
"The options to actually apply Leadership skills were limited in the scope of the internship, however I see this area as one that he could benefit the most to optimize efficiency in his work.
","STC","Mentor"
"The transition into this internship is likely one of the most difficult life transitions you can make.","NA","Student"
"The university intern project involved working with public relations, writing, photography, and creative interns.","NA","Student"
"The work I did in promoting study abroad opportunities for STEM majors and the RiSE community helped make it possible for these students to go abroad.","STF","Student"
"There have been many times that I have had to take charge in the shop.","NA","Student"
"There was not an opportunity to fully test these skills, but that is generally an area where improvements can be made.","NA","Mentor"
"There was one time where each of us interns were discussing what our current projects were, and what we were doing to achieve them.","NA","Student"
"There were many different tasks in the office that required a fool proof procedure.","NA","Student"
"There weren't tons of broader leadership opportunities with this internship, but even on a smaller scale Savannah seems more comfortable being given instruction or processing certain tasks collaboratively instead of taking initiative.","STC","Mentor"
"This is a difficult one because I did not necessarily hear anything supervisors or employees would say to each other since it was all technical Spanish, Catalan, or very fast and mumbled.","NA","Student"
"This is a difficult question as we found Skyler to be a very confident and competent young man, though this was the one area due to the nature of the work he undertook that he couldn't display this competency to any great amount.","NA","Mentor"
"This is an area he'll grow inevitably as he develops in his professional career, just needs more experience which will come with time.
","NA","Mentor"
"This is an area where everyone can grow.","NA","Mentor"
"This is by far not a negative.","NA","Mentor"
"This is difficult as I think Deepak is a well-rounded individual.","NA","Mentor"
"This is hard because Becca possesses all of these skills.","NA","Mentor"
"This is just a hard area for an intern to work on because they are generally the low man on the totem pole.","NA","Mentor"
"This is not something she is able to do a lot in this position, but in the future maybe working more closely with the other interns and GAs in the office she could take the lead on a social media campaign
","NA","Mentor"
"This is partially because we don't give her the opportunity to lead others in our office, although she does a fantastic job of taking the lead on entire projects.","NA","Mentor"
"This isn't an area we were able to offer experience in but we have no doubts that Lane will become, should she wish, a fair and successful leader.
","NA","Mentor"
"This isn't truly a problem, but I will encourage her to show leadership in making suggestions and volunteering ideas.
","STF","Mentor"
"This job is all about leadership and finding a form of leadership that works best for your team.","NA","Student"
"This job makes us be leaders because you have to take that role when teaching someone.","IDK","Student"
"This may already be an area that Chris excels at, but it wasn't a skill he leveraged during his internship at NCR.","NA","Mentor"
"This may be only my perception, since I was not close with Shahab 8hrs a day, but I feel he could learn new things faster or solve problems more efficiently by brainstorming with colleagues and formulating rough ideas to others and receive feedback or alternate approaches.","STC","Mentor"
"This past semester John was learning the ropes, but in the future he will be expected to lead new recruits and pass his knowledge and experience to them.
","STF","Mentor"
"This past semester, she didn't have many opportunities to show leadership as she did last semester, but I still feel that she is strong in this area overall.
","NA","Mentor"
"This position did not require Sydney to undertake a leadership role, so I did not see her in that capacity very often.","NA","Mentor"
"This question almost relates to every single project I worked on during this Summer.","NA","Student"
"This role does not give him traditional forms of leadership.","NA","Mentor"
"This semester a group of mentors volunteered with Habitat for Humanity.","NA","Student"
"This semester I gave Jillian several opportunities to lead projects and make them her own, rather than having her do tasks for me related to these projects - she was very successful at this.
","NA","Mentor"
"This semester I have had to become a stronger leader with other student employees.","STC","Student"
"This semester I led a group to plan a manager appreciation lunch.","IDK","Student"
"This semester my supervisor asked me to do a talk on the recycling options we have for events, in the hope to move toward a more sustainable presence on campus.","NA","Student"
"This semester since I have not been focusing on training our new interns but rather doing research, I have had the opportunity to really watch my manager.","STC","Student"
"This semester we didn't really provide Cole with the opportunity to demonstrate his leadership skills.","NA","Mentor"
"This semester, Ashley has really shown growth in the area of Leadership.","NA","Mentor"
"This semester, CEDC implemented a new project life cycle that would create deliverables for every stage of the research, design, and implementation processes.","NA","Student"
"This semester, I had the opportunity to lead groups of students in exploring Clemson and various engineering disciplines.","NA","Student"
"This semester, I took complete control over the career center's blog, Crafting Your Clemson Career.","STC","Student"
"This semester, the new intern Jennifer came in with much more histology experience than me.","NA","Student"
"This should not be seen as a knock on Ally.","NA","Mentor"
"This should not be seen as a knock on Dani's ability, but more a reflection on her experience.","NA","Mentor"
"This story is the same as the one that I had for communication.","NA","Student"
"This was a tough question to answer, as Sneha excelled in all of these categories.","NA","Mentor"
"This whole summer has been like this I feel like.","NA","Student"
"Thomas is reserved and can easily get lost in the crowd if he is not held accountable or challenged on a regular basis.","NA","Mentor"
"Though it is more difficult for the intern to excel at leadership, I would like to see him become more self motivated to take on specific task within the office.
","IDK","Mentor"
"Through delegating tasks and creating new marketing strategies for Campus Banner and Design, I took on positions of leadership and accountability.","STC","Student"
"Through facilitation of collaborative work on project proposals for the lunchbox gardens, nutrition and culture sheets for sweet potatoes we grew, and development of branding and signage. 
","NA","Student"
"Through my internship, I got to see my mentor develop his presentation to present to his colleagues to convince them that service learning is an effective way to teach.
","STF","Student"
"Through this experience, I was able to serve as a leader to these students by connecting them to other organizations which I felt that would get them the best connected to Clemson.","NA","Student"
"Throughout my internship experience, I witnessed my coworker, Raine, lead excursions.","NA","Student"
"Throughout my internship, I have been making sure the flow of information between all the groups involved has been steady, respectful, and informational.","IDK","Student"
"Throughout my internship, I worked alongside another intern.","NA","Student"
"Throughout the internship, I would ask my other interns some political questions that were relevant to when we were talking about them.","NA","Student"
"Throughout the semester work was being done to the 4th floor.","NA","Student"
"Throughout the semester, all of the interns and mentors would meet as a group.","NA","Student"
"Throughout this internship at Healthy Campus, I constantly maintained positive relationships with all members of staff.","NA","Student"
"Throughout this semester I have been working with the IAC to coordinate energy audits and get companies on our page with saving money, and energy. 
","NA","Student"
"Tiffani is a great leader, but as many of my other mentors she could use more practice in her leadership skills.","NA","Mentor"
"To be honest, she is most likely all of the above competencies.","NA","Mentor"
"To better understand our strengths, my supervisor gave us the same technical task and gave us as much time as we needed to do what we deemed an acceptable job.","STF","Student"
"To help me further understand why we were performing a test and what the data represents, my supervisor had the grad students who were studying in that area explain to me the reasoning.","NA","Student"
"Today the main director took the decision to organize the office In two sub-offices: I noticed that he organized the two groups giving to each one person with the experience in documents and boards, one for design and renders, and a supervisor.","IDK","Student"
"Tony has been an incredible individual to work with because of his personable nature and his kind spirit.","NA","Mentor"
"Towards the end of my internship, our office was getting new carpet.","NA","Student"
"Tre' is a great mentor, he has helped his mentee develope great study habits and learn to find their nitch on how to studey.","NA","Mentor"
"Two coworkers were arguing over how to lay sod, and I told them to both share how we should do it","TF","Student"
"Tykia is now in her second semester with us and her skill sets are such that she is ready to lead and train her colleagues.","NA","Mentor"
"Unlike academia where much work is independent in nature, in industry, engineers work as a team in a very fast-paced environment.","NA","Mentor"
"Upon conclusion of our annual microscopy competition, we had a discussion of what we did and did not like.","NA","Student"
"Very early in our office, I notice our graphic design intern, who had worked for Tigers Squared previously, take initiative in helping people acsess different accounts and help them get familiar with things around the office.
","TF","Student"
"very knowledgeable and could be a great leader, just needs the opportunity
","NA","Mentor"
"very timid at times, stays to self
","NA","Mentor"
"Vinay can, at times, come across as soft spoken.","NA","Mentor"
"Was able to provide useful input on the development of the research year in review document, and also was able to make good progress on potential publication 
","NA","Student"
"We adopted a new project management tool this semester, BaseCamp, I served as the initial tester of the tool and encouraged other interns to fully embrace it to report on projects.","TF","Student"
"we are a team of software engineer's, physicists, mechanical engineers and computer scientists working together towards a common goal of developing advanced robotic radiosurgery solutions.","NA","Student"
"We had a lot of team meetings and discussion so everyone could check-in and be on the same page of the project.","NA","Student"
"We had several meetings to discuss what is the next step for the ReadingRecovery website.","IDK","Student"
"We had social media meetings every Monday morning at 10 am throughout the semester.","NA","Student"
"We have an internal weekly meeting to discuss the progress of individual departments in the company.","NA","Student"
"We have one employee, Richard, who is highly efficient with the Hardinge CNC lathe.","NA","Student"
"We have stand ups twice a week in which we can share results, progress, or blocks.","NA","Student"
"We have team meetings every few weeks in my department.","NA","Student"
"We often work as a team to increase each other skills, since we all do things a little differently than everyone else does.","NA","Student"
"We welcome Liyang's involvement and critical thinking in our healthcare projects.","NA","Mentor"
"We went to a local school and were helping explain water issues to the Robotics club.","NA","Student"
"We were working on a design for a graphic we were sending out and we got stuck on the way it was looking so I suggested we start throwing out ideas until we found one we liked, which we eventually did.
","NA","Student"
"When a new team member joined us to part of his job was to help me and take over part of the responsibilities.","NA","Student"
"When advising engineering students, many think that engineers cannot study abroad because of the difficult course load.","NA","Student"
"When all of the new interns were coming in I helped a lot of them get used to the systems that we use in the buildings, and I showed them how to deal with teachers that were having technical issues.
","NA","Student"
"When brainstorming ideas for video content, we often had different ideas.","NA","Student"
"When colleagues were attempting to get specific data on the Accepted but not Enrolled project, they had to work with two other separate parties (Equifax and Clearing House) in order to ensure that data was viable, relevant, and encrypted so that it could be as accurate and secure as possible. 
","STC","Student"
"When counseling at a leadership camp, you have to exhibit those qualities.
","NA","Student"
"When creating a video and video script for a virtual tour of Fike, I used the strengths and talents of others to help create the end project.","IDK","Student"
"When creating an informational brochure, we needed to work with many other people from other partner organizations in order to crate something that would work for everyone.","NA","Student"
"When developing protocols and establishing our methods for the Chatooga Bell project, Dr. Hagan encouraged us to brainstorm and research other papers in order to further our own understanding of the project.","STF","Student"
"When doing the recent tissue processing from the meat farms for various samples, I had to explain the process to a few other coworkers and give them a rundown of the tools and methods used.","NA","Student"
"When first designing the website for occupancy data, I encouraged discussion about the user interface and functionality of the website by asking questions about the end user and the uses to which collected occupancy data could be put.","TF","Student"
"When grading some of the written assignments for the online food course, I made sure to encourage there thoughts while still prompting them to possibly think other ways and explore other ideas.
","STF","Student"
"When I put on programs at a local school's summer reading camp, I taught a group of third grade students.","NA","Student"
"When I reached a roadblock in my project when testing one of the platforms I asked my mentor if he knew of anybody that had used the same platform and had success in using the methods that I was using.","NA","Student"
"When I was working on the dislinked link health check tool with my fellow two interns, there is one end goal product that we wanted to produce in the end.","NA","Student"
"When installing parts for a new car, there is a specific 'new model team' that works on the line to install new complex parts before they go into mass production, and when a part needs to be installed on the cube perfectly, my manager would call the new model team from the assembly line to ensure the part was placed properly, and to help troubleshoot potential problems they saw with installation before gaps and flushness were discussed. 
","STC","Student"
"When it comes to leadership, I experienced that first hand with my interviewer just to get the intern.","NA","Student"
"When making over 20 step-stake signs for the International festival, morale was low so I motivated everyone to push through and get the work done.","TF","Student"
"When meeting with my team every week, we often bounced ideas, projects and tasks off each other and encouraged discussion as well as disagreement to ensure we are all in agreement on things. 
","IDK","Student"
"When people came in the space, I helped them operate and use materials available to us.
","IDK","Student"
"When planning New Senator Orientation I had to work to align the New Senators with the mission and vision of the faculty senate.","STC","Student"
"When preparing the low voltage battery part of the presentation for VDR, I was the leader who guided two of my teammates to prepare certain components of the presentation and I myself handled some other part of the presentation. 
","NA","Student"
"When redesigning the website, I had to often set a vision and paint that picture to then have others understand my plan and idea.
","STF","Student"
"When setting up the FTW experiment, it was necessary to listen to other ideas and suggestions on what would work best to get the best results.","IDK","Student"
"When the Clemson students were in Haiti for Spring Break, I wrote discussion questions and led reflections every night.","NA","Student"
"When we experienced some issues with how money was being handled, I met with the Hub staff during a training session to help explain and practice the importance of handling money responsibly. 
","NA","Student"
"When we have HUB staff meetings, I assist my supervisor in faciliating conversation between all employees.
","NA","Student"
"When we solving an issue, different people have different solutions, we discuss the details of the solutions, value the pros and cons of each solution, and finally reach the most efficient way.
","STC","Student"
"When we started working orientation sessions, we were using a questionnaire board as our visual draw for students.","NA","Student"
"When working on my milestone group projects, it was very important for me to not only voice my opinion, but to also hear out what others have to say.","NA","Student"
"When working on the audit, I was assisted by my coworker.","NA","Student"
"When working on the project to develop throwback thursday posts for campus banner and design, I had to serve as the middleman between campus banner and design and student affairs, and had to gather information from both groups that was needed to make this project a success.","NA","Student"
"When working to update the website, we all had different ideas of what photos we should use to well represent our products and I encouraged each member to express said opinions.
","TF","Student"
"When working with the best chance network patients, I would often have to work with the patient and their family members that were present.","NA","Student"
"Whenever a parent or student at orientation was on the fence about bringing a car to college, I encouraged them to talk about their transportation situation, so I could help them make the most well-informed decision based on their needs and our capabilities. 
","NA","Student"
"Whenever we would have our farm meetings the manager would go over our values, goals and visions.
","IDK","Student"
"Whereas I believe that Aditya can and will make a strong leader one day, unfortunately this position is not well suited to show off leadership skills.","NA","Mentor"
"While coming up with the reconfigurable seating design of the vehicle, I held a discussion with the interiors subsystem team for the seat folding mechanism.","NA","Student"
"While Football has a full time graphic design intern, they also have 7 other part time design interns/volunteers.","NA","Student"
"While Hannah excelled in her contributions on our team, the internship role did not lend itself to a strong representation from the above listed LEADERSHIP competency.","NA","Mentor"
"While I am a part of a marketing team, I am the main marketing assistant and ultimately responsible for communicating with stakeholders.","STC","Student"
"While I am not in charge of a team of people, I do encourage those around me to do their best.","STF","Student"
"While on an audit, I was tasked with looking at process equipment.","NA","Student"
"While partnering with MBSA, ensuring that their mission and goals with a specific event matched that of the Student Enrichment Office as well. 
","NA","Student"
"While preparing activities for our manager meetings (hosted monthly), I reached out to the other interns in my office and ask their opinions on activity ideas and training ideas.","NA","Student"
"While Sarah excelled in her contributions on our team, the internship role did not lend itself to a strong representation from the above listed LEADERSHIP competency.","NA","Mentor"
"While she did show leadership skills in her work on several projects, I never really felt like she stepped up as a definitive leader during the course of production on projects.","NA","Mentor"
"While storyboarding for another Tasty style video, Miranda, Ely, and I all collaborated on how we wanted the video to look.","NA","Student"
"While there have not been that many opportunities for collaboration and working with others, our organization has various departments and experts.","NA","Mentor"
"While Tyler works well in a team, she can improve in taking the inititiave or a leadership role.","IDK","Mentor"
"While working with the Emerging Scholars group, we worked to primarily encourage the high school students to better their community and make change.","TF","Student"
"William likes to do things himself, instead of delegating.","STC","Mentor"
"With new SECs coming on board, I have used my experience this semester to train and correctly show them how to work with clients and get the approvals needed.
","IDK","Student"
"Within our Animal and Veterinary Science major encompasses three concentrations.","NA","Student"
"Within the IT department, Mark did a great job on using the strengths of Ty and Caleb to help the building run smoothly.","STC","Student"
"Working at a small company led to a problem in the middle of the internship where employee morale was very low towards both the company and the owners because of how things were being run.","STF","Student"
"Working with the career palm tree, I led group discussions in person and through email to ensure that everyone had a say in what the project looked like and everyone liked the final product.
","TF","Student"
"( The information is kinda vague because I don't know if I am allowed to name anything.)
","NA","Student"
"1 intern was set on labeling cables, 1 was set on running them, and 1 was set on implementing the hardware.","NA","Student"
"1.)","NA","Mentor"
"1) Seek out projects on his own2) Communicate better when calling out3)","NA","Mentor"
"2)","NA","Mentor"
"2nd year working for me and helped teach others","STF","Mentor"
"3 - Dependable and ability to work independently Leadership, pleasant personality/warmth, and confidence in her work. ","NA","Mentor"
"A few other interns and I worked on a data report.","NA","Student"
"A huge part of working with teams is to share different points of views and hear each other out.","STF","Student"
"A lot of information would be presented and there were several different comments, suggestions, and feedback that was provided in order to help the colleague.","NA","Student"
"A lot of people come to my boss for advise and i picked up very good lessons from it
","NA","Student"
"A lot of times in the lab we are presented with a problem that may not have a simple solution because we do different things everyday.","NA","Student"
"A shared vision this semester was for increase in a community atmosphere where students not only visit our space once, but become familiar and return throughout the semester and become a member of our group, building bonds through technology.","STF","Student"
"A speaker then came to talk to the group about how their individual skill sets can be used to make a difference in the community.","TF","Student"
"A specific example is one of the interns asked about how it can encode and decode structures into a JSON object.","NA","Student"
"A startup idea suggested had the potential to be modeled as a social entrepreneurial venture.","NA","Student"
"A time I empowered others to achieve a shared vision is when I helped create a new bus route for the next school year.","TF","Student"
"A time that I helped employees express different opinions was when I went to a meeting with Reagan where we met with the new Communications Director at Sikes hall and talked about her goals for the future and Reagan and I had different ideas as to what should be done and we all worked together to express them in a productive way.","TF","Student"
"Aaron did not have many opportunities to demonstrate this.
","NA","Mentor"
"Abby did not have the opportunity to demonstrate her leadership in our work.","NA","Mentor"
"Abby is incredibly well-rounded.","NA","Mentor"
"Additionally, I think he has the ability to become a great leader withing the Makerspace team.
","NA","Mentor"
"Additionally, if I am successful, I can explain what worked for me if she is experiencing issues with the protocol that I had as well.
","IDK","Student"
