"Labeled Data","Final Label","Dataset Name"
"Also, one of my purposes of creating this program is to overcome the obstacles that women face in today's society.","NA","Student"
"Many women will never push themselves physically in the weight room because of the negative sterotypes, they are afraid people will judge them, or they do not want to enter the gym because of myths people have told them about women working out.","NA","Student"
"Served as a lead analyst.
","NA","Student"
"Setting up a meeting.
","NA","Student"
"He often waited on others to respond to tasks first.
","NA","Mentor"
"Since all of my mentees were Computer Science students, I held a meeting where they all were to sit and discuss with each other, what they expected from each other, and how they can help each other succeed this semester.","STF","Student"
"Since I am graduating, I knew it was crucial to prepare my team to take over this project for next year.","NA","Student"
"Since I am the only one working on my project (besides my mentor, who is assisting me), my capabilities (and limitations) are what ultimately influence the future direction of the project.
","NA","Student"
"He should continue to improve on his leadership skills.
","NA","Mentor"
"So while this this happening there are a lot areas that need help.","NA","Student"
"I had meetings with the vendor to help them understand what we needed and overall I thought it was very successful. 
","NA","Student"
"This skills defiantly came in handy when I had to train the new summer workers on how things are done on the farm, how to complete a certain task and how to work the equipment on the farm. 
","IDK","Student"
"Since I was an intern in my company, I never got to lead a team in a high professional level.","NA","Student"
"There were situations where we were behind the match and everyone had different point of view for catching the score.","NA","Student"
"Since I was just an intern, I don't really have a big stage to show my leadership.","NA","Student"
"Since my work my not a typical group project, I did not have the chance to lead the team.","NA","Student"
"He showed to be the natural leader of the other UPIC students.","NA","Mentor"
"He motivated the others to do the needed tasks and was the first to respond to requests.
","IDK","Mentor"
"Since our product is biodiesel, I suggested adding a Life Cycle Assessment to the research to verify is the method we are using is more efficient, environmentally friendly, and cost effective than other methods of making biodiesel.","NA","Student"
"To this end, I took the time to both contact groups that could use the technology in the building and inform other students about features of the building.
","NA","Student"
"As a business major, I was mainly in charge of the projects relating to marketing and other business functions.","STC","Student"
"I took all of the information that I was given from the other student employees and managers, and I was able to make sure that their concerns and questions were presented in the meeting. 
","STF","Student"
"So when we are working and someone reports a problem, all the interns would go up to the room and collobartive help solve the problem.","NA","Student"
"Some defective parts were sent back to the plant from the customer.","NA","Student"
"He thrives in a group environment, and I believe he would benefit from more leadership tasks.
","NA","Mentor"
"Alexis was able to work well with her group of mentees that were from a wide range of backgrounds.","NA","Mentor"
"She recognized the individual strengths that each of her mentees had and was able to use this to advance the group as a whole.
","TF","Mentor"
"Supervisor appreciated the work done by people under him by giving them usual praises.","STC","Student"
"Take notes for donor relations meetings and adding ideas and improvements over items talked about.
","NA","Student"
"He understood his assignment and took the leadership to achieve goals.
","TC","Mentor"
"At Campus Banner and Design, both design and printing are crucial to the success of the business.","NA","Student"
"He understood his assignment and took the leadership to achieve goals.
","NA","Mentor"
"I may have worked in production, but everyone was confident in my designing abilities and asked me for constructive criticism. 
","IDK","Student"
"Taking initiative with clients was a huge part of leadership in my internship.","IDK","Student"
"Taking the lead when various corporate partners visited campus. 
","IDK","Student"
"Tbh, I would not say that I'm a leader in this role.","NA","Student"
"It was during these discussions we made sure everyone spoke up about the problems they faced in the project, and everyone was encouraged to speak up on any potential solution ideas to resolve it.
","STF","Student"
"After that, ensuring that every relevant person with respect to the topic puts forward their point was of utmost importance.","STF","Student"
"Her leadership skills are still strong, but has difficulty engaging others in projects.
","NA","Mentor"
"This lead to a discussion of other content that also needed to be improved.
","STC","Student"
"I was able to get the whole office behind me on this mission and get them involved to the point where they felt invested in the process as well.","TF","Student"
"Every time I would finish passing out the snacks, I would come back to the office with a new story about how much they meant to the students and the group really enjoyed hearing how their part of the projects transcended into this positive end result.
","NA","Student"
"The best example of this is when we were having a somewhat slow day","NA","Student"
"I also included a question that allowed students to suggest ideas to us about what they wanted not only for the alumni banquet but for the department as a whole.","STF","Student"
"We have been trying to use this information to provide better services to the students.","NA","Student"
"The Board of Directors meets often to discuss how we can work together to increase our impact and one of these ways is by communicating how we can reach more people
","STF","Student"
"His role in this internship did not specifically require the leadership skill, but it will be necessary in his future career.
","NA","Mentor"
"We kept notes and then I compiled and finalized the information after the meeting.","NA","Student"
"The day to day operations revolve around the shared goal of keeping all the systems up and running and providing stellar customer service.
","STF","Student"
"Ideas and suggestions were taken from all the different subsytems like interiors etc.","NA","Student"
"During that meeting, we have discussed with our works.","NA","Student"
"The department put on the Recyclemania competition at Clemson this year and also organized the Zero Waste Game in coordination with Recyclemania and I played a large role in organizing the events that went along with it.","IDK","Student"
"The development of user personas was a great challenge as it requires a lot of inputs but certainly becomes chaotic if thirty odd people yell out their ideas.","IDK","Student"
"The director of the department that I work made it a point, both at the beginning of and throughout the semester, to meet with every mentor and ask them what they would like for the organization to look like.","TF","Student"
"The employee recognition and reward program within Development is very developed and has been one of my favorite projects to work on throughout the duration of my time at the Development office.","TC","Student"
"Honestly, I don't know if this program put Ryan in too many situations where he needed to demonstrate leadership of this sort.","NA","Mentor"
"He is a very well rounded student and did a very good job in this internship.
","NA","Mentor"
"I have received a few of these recognitions and have witnessed a coordinator writing them for other members of the work force recognizing them for strengths such as efficiency or respect.","IDK","Student"
"He is a very well rounded student and did a very good job in this internship.
","NA","Mentor"
"By not requiring a specific way of doing something, this required me to take initiative in my tasks and take the leadership to contact the appropriate people to explore all options to better our process. 
","STF","Student"
"In the end I had settled on a plug-load monitor which was more expensive than we had preferred but would reliably accomplish this goal.
","STC","Student"
"The goal of my internship is the design of an end-user device.","NA","Student"
"Sometimes this meant that the design had to be altered in such a way that the performance was lowered, but the less human error was possible.","NA","Student"
"I attended the meeting in which several potential solutions were presented by the different parties involved in such a way that all would benefit from it. 
","IDK","Student"
"For example, I had a mentee who was accused with cheating.","NA","Student"
"In recognizing Clemsons organizational goals of enhancing student learning through REAL engagement and learning, I was able to align those goals with my teams goals of recruiting new talent and supporting the hacker culture at Clemson.","TC","Student"
"Honestly, in a co-op position, surrounded by full time employees, there is not much opportunity to demonstrate leadership.
","NA","Mentor"
"The internship supervisor would always be aware of an interns capability.","IDK","Student"
"The machine shop manager is the highest form of leadership in the machine shop.","NA","Student"
"Our goal is to operate like a top 20 machine shop in the USA, and we are constantly striving for that goal.
","NA","Student"
"Although this isn't me leading them persay, I had to learn how to take the initiative and reach out when I need help.","TF","Student"
"The majority of us that served as counselors at our large camp had never been a camp counselor before and my mentor helped guide us and teach us how to be with the kids and help make the cmap run as smoothly as possible
","STF","Student"
"Honestly, it's hard to pick one for this, but I'd say leadership.","NA","Mentor"
"I think she will be a great leader one day, but is just getting her feet under her so she does have a lot to work on (as do we all).","NA","Mentor"
"But she's willing to have conversations, willing to lead a conversation, willing to step out and be vulnerable, ask questions and take constructive feedback.","NA","Mentor"
"And those are all great traits of good leaders.
","NA","Mentor"
"The masters student who leads the Oconee Food Summit project often felt unsure of their actions and decisions.","NA","Student"
"The coalition meets once or twice a month to talk about what their different projects are and how the other organizations in the coalition can support, help, or work together to make the projects better.","TF","Student"
"The partners encouraged us to always remember why we do what we do, even when the work is tedious, burdensome, and mind-numbing: our clients trust us to prepare their returns accurately, legally, and in a way that maximizes their tax savings.
","IDK","Student"
"The information was given to all of the mentees to come and some of them did.","NA","Student"
"The Plant growth project required insights from team members from different backgrounds.","NA","Student"
"Horace displays great leadership with his mentee by guiding them in tho great academia study habits and when he sees a need of them he goesinto action.
","NA","Mentor"
"He conducts morning meetings to assess the performance and he acts a bridge between all departments.","TC","Student"
"Things like hiring practices, certain purchases, and creating tools for the next generation of interns to use.
","NA","Student"
"At the meeting, I made sure to bring in other pools of knowledge such as the head of operations and my mentor.","IDK","Student"
"The Pro Benefits Expo was a huge success, and the client along with his department has said that they will be working with us on all future events.
","STC","Student"
"Once a month, students can use their points to buy Clemson merchandise.
","NA","Student"
"That's why he also regularly scheduled 1-on-1 to provide feedback.
","IDK","Student"
"I am not sure if this is applicable as Mokarram was not placed in a position where he could demonstrate leadership.","NA","Mentor"
"However I believe that in the future if placed in these situations he could learn and grow in this area.
","NA","Mentor"
"The transition into this internship is likely one of the most difficult life transitions you can make.","NA","Student"
"She had already been in country for a full seven months so, by the time that the new cohort arrived, she was a seasoned professional of the Haitian culture.","NA","Student"
"The university intern project involved working with public relations, writing, photography, and creative interns.","NA","Student"
"He understood everyone's opinions, stood neutral and motivated them to focus on growth and to impose positive culture within ourselves.","TF","Student"
"As a member of the former and an employee of the later, it was my responsibility to work to fulfill the goals of both organizations, whether it be in providing assistance and access to the space's technology, or working to recruit additional members to our space's club through our normal hours of operation.
","STC","Student"
"Mark recognized their skillset and capitalized on it to help fix the weather functionality. 
","IDK","Student"
"I am working at University of Texas at El Paso.","NA","Mentor"
"Yunhui Peng worked in the summer to help my research group to conduct several research topics.","NA","Mentor"
"During his stay, he performed as a leader to organize and conduct the research with several other junior researcher/students.
","STC","Mentor"
"We would collaborate a lot of different projects.","NA","Student"
"I encouraged my coworker to tell our mentor that the stickers had a potential to be better for reaching students.","TF","Student"
"There have been many times that I have had to take charge in the shop.","NA","Student"
"I had to actively discuss with the workers what they 
","NA","Student"
"Thus, it is very essential to understand each and everyone's strength and weaknesses during the functioning.","IDK","Student"
"There, no matter how small the work was, every worker was given due respect for their work.","STF","Student"
"But through collaborating and communicating with my peers I have become more confident in my abilities to lead people.
","STC","Student"
"I suggested that we delegate and split up, with me doing the duties that I could perform on my own without the vet's direct guidance.","STC","Student"
"At of our first meeting of the semester we had to establish some new goals and determine what we wanted to focus on.","IDK","Student"
"I believe as Allison gains more experience her ability to take on more leadership roles - she most definitely has the key characteristics that will allow her to be a leader.
","NA","Mentor"
"At of our first meeting of the semester we had to establish some new goals and determine what we wanted to focus on.","NA","Student"
"I believe as Allison gains more experience her ability to take on more leadership roles - she most definitely has the key characteristics that will allow her to be a leader.
","NA","Mentor"
"Allison has grown in leaps and bounds in confidence through working at the Studio.","NA","Mentor"
"She is great at working with patrons to figure out their needs, and maintains a positive attitude throughout, both of which I consider essential aspects of leadership.
","TF","Mentor"
"I stayed in contact with her to ensure that we were on the same page and being efficient and consistent in our work.
","TC","Student"
"so it was vital that we worked together to achieve a common goal.
","STF","Student"
"There was multiple times that we had a job that we needed to be completed to I would gather information from everyone so that the method we used to complete the job was the most effective way.
","IDK","Student"
"Someone plugged in and tested the boxes, someone flipped the switches to see which ones worked, and someone wrote down the information. 
","NA","Student"
"Every day a supervisor put him on one and he was the main guy to work it.
","NA","Student"
"I had been working on the project the entire week before and knew a lot about which drawings we needed and which ones that we did not need.","NA","Student"
"There was one time where each of us interns were discussing what our current projects were, and what we were doing to achieve them.","NA","Student"
"I believe Jenna can grown the area of voicing her own opinions in a larger group setting--she has so much to say but often does not.","NA","Mentor"
"At one point in time I had to make a decision as to whether to leave the worksite the way it was or work to fix it, and I chose to persuade my fellow intern to stay with me and help clean the site, despite it not being our direct responsibility at the time.
","TF","Student"
"I believe Jenna can grown the area of voicing her own opinions in a larger group setting--she has so much to say but often does not.","NA","Mentor"
"I believe that this internship has helped her take ownership of one of our particular tools, our newsletter, as she has advocated for various updates and made it her own--and I would love to see her do this in other areas of her academic, professional, and social life.
","NA","Mentor"
"There were many different tasks in the office that required a fool proof procedure.","NA","Student"
"There were several times in completing a project where Paige and I would bounce ideas off of each other to come to a conclusion on how to organize for an event or how to display a flyer.","IDK","Student"
"There were two activities where I was in charge of leading a group of volunteers in clean-up events and environmental improvement.","NA","Student"
"I am the only intern from my organization that was asked to return for next semester.","NA","Student"
"These efforts were appreciated and I am currently in discussion with the head of the Immersive Space to help train the next group of interns on their expected daily conduct while on the job.
","TC","Student"
"I used my previous knowledge about quality and the concerns they had about these racks to lead the team to do some testing and make suggestions for improvements.","STC","Student"
"I had to step up to the task and take on a lot more roles this semester as the health educator who ran DPP quit at the end of last semester.","TC","Student"
"I believe that I didn't provide her with enough opportunities to grow in this area.","NA","Mentor"
"Next fall semester, she will be working with us in a FT UPIC position, and will be managing several larger projects on her own.","NA","Mentor"
"This will help her gain more experience in this competency.
","NA","Mentor"
"It was interesting to see how people with certain experiences could provide a more potential help for this group than others. 
","STF","Student"
"This will help her gain more experience in this competency.
","NA","Mentor"
"Keep going or something like that.
","NA","Student"
"This is displayed weekly as my Mentor leads meetings for the PEER Mentors.","NA","Student"
"My UPIC is largely related to event coordinating and preparing.","NA","Student"
"Anytime we would meet with stakeholders our overall goal was to help everyone see directly where on the process they fit in, and how others contributed to the success of the overall process.","TC","Student"
"I took the initiative and ran through the testing procedure with multiple departments. 
","IDK","Student"
"I cannot answer this question and made a selection only because forced to by the software.
","NA","Mentor"
"I thought that this was an excellent way to lead a group, especially a group of people who are younger and who are just part-time interns.","NA","Student"
"This job is all about leadership and finding a form of leadership that works best for your team.","NA","Student"
"I think the best example I have for this from the semester would be the Paint Party that CLEMSONLiVE puts on every August for the new freshmen.","NA","Student"
"This question almost relates to every single project I worked on during this Summer.","NA","Student"
"Having an extra set of eyes to review a project always proves beneficial, especially at the level that these graphics mean for the university.
","NA","Student"
"This semester a group of mentors volunteered with Habitat for Humanity.","NA","Student"
"In doing this, a task that usually takes the entire morning (8am to 12pm) ended up only taking 2.5 hours (8am to 1030am).
","NA","Student"
"I wanted her to be hands on so that she was not overly stressed when I was not there.","STF","Student"
"This semester I have had to become a stronger leader with other student employees.","TC","Student"
"I chose leadership since Mary Elizabeth did not have the opportunity to lead in our research assistant position.","NA","Mentor"
"I helped foster discussion between all of the writers and the editors as we discussed the areas in which we could improve and get better.
","STF","Student"
"As she progresses in her education and career, I'm sure Mary Elizabeth will encounter situations in which she will embrace the chance to develop and grow as a leader.
","NA","Mentor"
"This semester I have noticed the Finance department in Campus Life working with all the Student Event Coordinators to help us with invoicing and help understand the process more.","TF","Student"
"I was able to share my unique experience of studying abroad in a non-traditional location and hopefully encourage students to branch out in the locations where they're looking to study abroad.","STF","Student"
"At this time, we would catch everyone up on our individual progress, and our mentors would inform us on how we were progressing with our overall goal.","STF","Student"
"At the end of the meeting we would have reached a decision on how we should promote studying abroad. 
","NA","Student"
"This level of responsibility helped me to gain valuable leadership skills and improve upon the skills that I already had.","NA","Student"
"It was amazing to see her overcome challenges and be a role model for other students.
","TF","Student"
"This semester my supervisor asked me to do a talk on the recycling options we have for events, in the hope to move toward a more sustainable presence on campus.","NA","Student"
"I could have chosen several for LaMarr, but I chose Leadership because LaMarr has demonstrated excellent leadership skills this semester, especially with his team of Student Event Coordinators.","NA","Mentor"
"LaMarr has so much positive energy that he is able to lead by example.","STF","Mentor"
"His positive attitude and outlook has also been encouraging to others this semester.","STF","Mentor"
"LaMarr has done a fantastic job at sharing ideas, setting goals for himself and the team and supporting others during very busy times.","STF","Mentor"
"LaMarr also expressed interest in cross-training in our department and took advantage of opportunities to do so.","NA","Mentor"
"LaMarr is only a freshmen","NA","Mentor"
"so I look forward to watching (and hopefully mentoring) him as he continues to develop into an even stronger leader!
","NA","Mentor"
"This semester since I have not been focusing on training our new interns but rather doing research, I have had the opportunity to really watch my manager.","NA","Student"
"We decided on handing out flyers, extending drop-in hours, and using our networks to get other organizations involved.","NA","Student"
"This semester we were required to give training sessions.","NA","Student"
"This semester, CEDC implemented a new project life cycle that would create deliverables for every stage of the research, design, and implementation processes.","NA","Student"
"This semester, I had the opportunity to lead groups of students in exploring Clemson and various engineering disciplines.","NA","Student"
"This semester, I took complete control over the career center's blog, Crafting Your Clemson Career.","STC","Student"
"I did not experience Ashley utilizing leadership skills to her full potential.","NA","Mentor"
"She definitely is a leader, and I think she would excel if given the opportunity.
","NA","Mentor"
"I completed a program that had 8 modules for various educational areas that were required for obtaining an adequate understanding of the roles and responsibilities of a scribe.","NA","Student"
"This semester, the new intern Jennifer came in with much more histology experience than me.","NA","Student"
"Although we did not like their concepts our team leader was able to communicate our concerns to the designers without hurting their feelings. 
","NA","Student"
"Many people gave their opinion regarding what to include and what not.","NA","Student"
"This whole summer has been like this I feel like.","NA","Student"
"We also had to communicate the success of the show to everyone every step of the way, so it's been a lot of leadership.
","IDK","Student"
"I created google docs to combine our research and interviewing materials and any other materials we gathered throughout the process.","NA","Student"
"I didn't give Daniel many opportunities to leverage others' strengths to achieve a vision.","NA","Mentor"
"However, the couple of times he was in charge of others, I saw great potential to be an effective leader, but room for improvement as well.","NA","Mentor"
"Daniel can sometimes allow emotions to supersede his decision-making skills when tensions increases in a situation.
","NA","Mentor"
"Through delegating tasks and creating new marketing strategies for Campus Banner and Design, I took on positions of leadership and accountability.","STC","Student"
"Through facilitation of collaborative work on project proposals for the lunchbox gardens, nutrition and culture sheets for sweet potatoes we grew, and development of branding and signage. 
","NA","Student"
"This was just a small part of projects that we may do every day. 
","NA","Student"
"Through this experience, I was able to serve as a leader to these students by connecting them to other organizations which I felt that would get them the best connected to Clemson.","NA","Student"
"Consistently within the graphics office there is continuous shared visions and open communication.","NA","Student"
"I have given presentations to other college students through Dr. Hannons courses where I have gotten lots of feedback about how inspirational it is.
","STF","Student"
"I didn't see Maggie take a leadership role in leveraging her free time into new areas.","NA","Mentor"
"Once an intern is trained into the job, he or she usually sees a few hours a week open to additional projects.","NA","Mentor"
"Maggie seemed content to do only what was necessary - even when asked to do more.","NA","Mentor"
"This internship has a lot of freedom built into it, and I ask each intern to identify a need and solve it during the last month they are here.","NA","Mentor"
"She didn't take authority, rather just waited to be told what to do.
","NA","Mentor"
"I love finding ways to connect with these individuals in the future.","TF","Student"
"Throughout my internship experience, I witnessed my coworker, Raine, lead excursions.","NA","Student"
"Each trip she lead the group to their destination and whether the objective was to learn or simply observe, she lead them to these goals.","STC","Student"
"Throughout my internship, I worked alongside another intern.","NA","Student"
"I would take leadership in showing her how to do the things I was stronger in and encouraging her to master the program herself.","STF","Student"
"While the departments are different, they have one thing in common: representing campus recreation in a positive, uplifting light.","NA","Student"
"These different points of view all contributed to the development of the OOBE Goal. 
","IDK","Student"
"I have been given tasks and told, you're in charge.","TC","Student"
"I do not believe Erika is always able to identify others strengths.","NA","Mentor"
"She gets others involved, but do not know if she sees the strengths youth have or the potential they have in all situations.
","IDK","Mentor"
"They were able to offer different viewpoints on which features they thought would and wouldn't work.","STF","Student"
"Throughout the internship, I would ask my other interns some political questions that were relevant to when we were talking about them.","NA","Student"
"While the direction of research is mostly originated from me, I listened to everybody's suggestions and input very carefully.","STF","Student"
"We would also discuss possible marketing ideas for how to get more students to go abroad to further reach our goal.","STF","Student"
"Some of our previous ideas included a percent night at Grouchos and hanging and handing out flyers for our Its Not Too Late Campaign. 
","NA","Student"
"My advisor, myself, the other intern for my advisor, and few other people involved in the College of Business organized and set up everything prior to the event.","NA","Student"
"Normally was about certain things that needed to be applied to the crop or sometimes just bringing others up to date about things to come. 
","NA","Student"
"Ally could build upon her communication skills and translate this into furthering her leadership skills to capitalize upon the strengths of each of her mentees or fellow mentors.
","IDK","Mentor"
"Throughout this internship at Healthy Campus, I constantly maintained positive relationships with all members of staff.","NA","Student"
"Throughout this semester I have been working with the IAC to coordinate energy audits and get companies on our page with saving money, and energy. 
","NA","Student"
"To better understand our strengths, my supervisor gave us the same technical task and gave us as much time as we needed to do what we deemed an acceptable job.","STF","Student"
"To help me further understand why we were performing a test and what the data represents, my supervisor had the grad students who were studying in that area explain to me the reasoning.","NA","Student"
"I do not see this as a weakness -","NA","Mentor"
"I think A'va is well rounded in all of these competencies.","NA","Mentor"
"I would like to see her utilize those strengths in positions of leadership to continue to grow and develop her resume.
","NA","Mentor"
"I would like to see her utilize those strengths in positions of leadership to continue to grow and develop her resume.
","STF","Mentor"
"At each meeting the staff discusses the state of the members, addressing if the member is a concern or stable, which allowed the case managers to then have a good understanding of the progress of the members they were seeing that day.","STF","Student"
"However, these questions also lead the staff into sharing different view points on the progress of the member, and further analysis of their recovery, as their recovery is the ultimate goal. 
","STF","Student"
"The key to this was that everything had to be labeled and organized so that we could move in immediately after to resume operations, as we had guests coming to stay with us that weekend.","NA","Student"
"This helped free them up so that they could aid our customers and we could continue to have impeccable customer service.","NA","Student"
"Towards the end of our Internship.","NA","Student"
"this led to a shared vision of how the autonomous capabilities would be developed.","TF","Student"
"Trey told me to do some peach splitting with these girls and so I guess he lead us to a goal.
","STC","Student"
"It was interesting to see the way that he manages his team of Decipher writers and handles their needs as well as mine.","TF","Student"
"Two coworkers were arguing over how to lay sod, and I told them to both share how we should do it","TF","Student"
"I do wish we had more opportunities to evaluate this competency.","NA","Mentor"
"Autumn is a very quick and decisive worker, which comes with many advantages.","NA","Mentor"
"During this time, I was able to watch my supervisor connect with each member of the team on personal basis every day.","TF","Student"
"At the same time, I believe her work style may miss opportunities to share ideas and connect.","NA","Mentor"
"My encouragement for her would be to identify that goal, and develops tasks towards that goal, but take the time to reflect, research, organize, and modify with the input of others.
","STF","Mentor"
"Likewise, during the fall, our entire group worked as a team to effectively carry out this competition.","NA","Student"
"This is a great way to have informative discussions and really just be able to learn and push everyone else.","IDK","Student"
"His leadership coupled with our groups hard work led to completion of the task in a timely and effective manner. 
","TC","Student"
"Very early in our office, I notice our graphic design intern, who had worked for Tigers Squared previously, take initiative in helping people acsess different accounts and help them get familiar with things around the office.
","TF","Student"
"Also, every one of them had a different perspective on the dashboards.","NA","Student"
"I don't believe Jacob has had the opportunity to develop his leadership skills extensively at this time.","NA","Mentor"
"At the beginning of the internship with Healthy Campus, I completed CPE or Certified Peer Educator training.","NA","Student"
"This takes a certain amount of experience and time to develop to a high degree, as working with various personalities can be challenging.","NA","Mentor"
"When given the opportunity, I am certain that he will develop these skills and prove to be a very competent leader.
","NA","Mentor"
"Was able to provide useful input on the development of the research year in review document, and also was able to make good progress on potential publication 
","NA","Student"
"She wants us all to succeed, however she does do the work for us.","TF","Student"
"At the beginning of the project, our site mentor was called away to deal with other important projects he's maintaining across the world.","NA","Student"
"I don't know that he doesn't have this leadership skill, it was just not demonstrated in the internship.","NA","Mentor"
"I don't think I gave him a real opportunity to show his leadership skills.
","NA","Mentor"
"we are a team of software engineer's, physicists, mechanical engineers and computer scientists working together towards a common goal of developing advanced robotic radiosurgery solutions.","NA","Student"
"We are assigned tasks in audits based on what we are good at and occasionally push us into when we could do more
","STC","Student"
"The stakeholders are the employees, and I have to determine how to clearly communicate the progress to them. 
","NA","Student"
"We consistently held meetings with all the interns in University Relations to ensure that all viewpoints were shared in an open forum.","STF","Student"
"One of the things I had envisioned for the project was complete organization.","IDK","Student"
"We do a lot of work for and with the social media interns.","NA","Student"
"Something other than a recap video and something interactive. 
","NA","Student"
"I don't really feel like there is an area where she could improve.","NA","Mentor"
"But, if i had to choose one i would say this one simply because we all can strive to improve in this area.","NA","Mentor"
"This will simply come with experience as she grows in her career.
","NA","Mentor"
"We had a lot of team meetings and discussion so everyone could check-in and be on the same page of the project.","NA","Student"
"Also, my supervisor always remembers other's achievement and enthusiasm.","TF","Student"
"I really appreciate his thoughtful consideration.
","NA","Student"
"All the people from the logistics and the warehouse came up with ideas that were beneficial in discussions and meeting.","STF","Student"
"They knew exactly how to talk to us to help us improve.
","IDK","Student"
"I feel leadership is the greatest are for improvement for Krystin because she is willing to take on any task given to her, but does not take the lead herself.","NA","Mentor"
"While she has been my social media & marketing intern for 3 rotations, she still lacks some initiative to get projects started and push other marketing interns to do the same.
","STC","Mentor"
"We had luncheons that I prepared and shared ideas during 
","NA","Student"
"I tried to bring in a new perspective to the conversation by talking about the idea logistically.","STF","Student"
"So, during those meetings, I would often ask other subsystem members to provide feedback on our work.","IDK","Student"
"We had weekly meetings where different team members would present new findings and discussed problems.
","NA","Student"
"I feel that Andrew will be a strong future leader.","NA","Mentor"
"That is why he now need a strong mentor to help him in this future role.","NA","Mentor"
"While at TripAdvisor, he felt that he was not in a position to lead,, and so he relied on others to lead.","NA","Mentor"
"Yet, I feel with proper training and mentorship, he will become a very strong leader
","NA","Mentor"
"Each student in the group will recognize what they can do to help, whether its in dealing with equipment or in the production aspect.
","NA","Student"
"Therefore we can all relate to each others projects and give feedback to each other, however we were all leaders for our specific fields.
","IDK","Student"
"so my boss","NA","Student"
"We have an internal weekly meeting to discuss the progress of individual departments in the company.","NA","Student"
"I also help out a new intern who has never been a photographer. 
","STF","Student"
"The supervisor knows how to encourage people when he is summarizing the accomplishments of the department.","IDK","Student"
"At the beginning of the summer, I created a large gannt chart to show all the projects that various advisors wanted us to complete and broke everything down into small manageable goals that were spaced out over the summer.","TC","Student"
"I feel that leadership comes with experience and while he shows the qualities to be a leader, this will come with time and opportunities.
","NA","Mentor"
"At the beginning of the summer, I created a large gannt chart to show all the projects that various advisors wanted us to complete and broke everything down into small manageable goals that were spaced out over the summer.","NA","Student"
"I feel that leadership comes with experience and while he shows the qualities to be a leader, this will come with time and opportunities.
","NA","Mentor"
"We have one employee, Richard, who is highly efficient with the Hardinge CNC lathe.","NA","Student"
"We have stand ups twice a week in which we can share results, progress, or blocks.","NA","Student"
"We have team meetings every few weeks in my department.","NA","Student"
"She capitalized on everyone's strengths such as her relationship with the Dean, Rachel's ability to schedule and her relationship with the people at the venue, Doug's relationship with donors and people person abilities, and the event was rescheduled with an invitation sent out the very next day.
","IDK","Student"
"We have to give each other help to complete the task that are big and which need multiple perspectives in the project.
","IDK","Student"
"It seemed like it would never end, but I was responsible for reporting our progress back to the candidate and his campaign manager. 
","STC","Student"
"We also take that time to reflect on what could have been done better or what we would do differently given the opportunity. 
","NA","Student"
"I feel that Melissa will be a great leader.","NA","Mentor"
"She most definitely has all the qualities of a great leader.","NA","Mentor"
"The one area she could improve upon would be her assertiveness and confidence in her ability.","NA","Mentor"
"By improving in these areas, she will excel in whatever career path she chooses.","NA","Mentor"
"She has fantastic ideas related to program development and improvement.","IDK","Mentor"
"The only thing that is lacking is her assertiveness in presenting her ideas and the confidence in her ideas and visions.","NA","Mentor"
"She has started to grow, and I believe will continue to grow professionally as a leader.
","NA","Mentor"
"We ran a competition to get more likes to our Facebook page.","NA","Student"
"We ran a couple camps for 4H youth around the county and was tasked with not only teaching but inspiring kids to learn more about being proactive members of society through caring for their environment and being aware of the resources they use.","TF","Student"
"so we had several meetings about what people wanted from our accounts and the process for requesting things to be put up.
","NA","Student"
"Whenever I had the chance, I used to involve the people who had found the defects in the first place and then continue to produce my suggestions.","STF","Student"
"We went to a local school and were helping explain water issues to the Robotics club.","NA","Student"
"I streamlined the jobs in accordance with the management requirement and channeled the work.","IDK","Student"
"We were assigned different project to focus on throughout the semester based on our strength and weaknesses
","STC","Student"
"I feel that Mikaela is a leader, but true leadership takes a while to master so she could continue to work on this area.
","NA","Mentor"
"At the conclusion of my internship I led the CCIT Visualization intern group in demonstrating virtual reality equipment in the Immersive Space to five groups of students in the Emerging Scholars program over three days.","NA","Student"
"I feel that Mikaela is a leader, but true leadership takes a while to master so she could continue to work on this area.
","NA","Mentor"
"At the conclusion of my internship I led the CCIT Visualization intern group in demonstrating virtual reality equipment in the Immersive Space to five groups of students in the Emerging Scholars program over three days.","NA","Student"
"I feel that Mikaela is a leader, but true leadership takes a while to master so she could continue to work on this area.
","NA","Mentor"
"Ally did not embrace opportunities to lead (although was always a valuable team member).
","NA","Mentor"
"We would often have different entrepreneurs from the area come to the office.","NA","Student"
"When a new team member joined us to part of his job was to help me and take over part of the responsibilities.","NA","Student"
"When advising engineering students, many think that engineers cannot study abroad because of the difficult course load.","NA","Student"
"I felt that she was a bit reluctant to ask for help from other team members.","NA","Mentor"
"If she could organize a better team work, I guess, it would not only be helpful for her, but the study would be done in a more efficient way.
","IDK","Mentor"
"we worked to develop an idea that everyone liked and everyone had a role in making it come to life. 
","TF","Student"
"If she could organize a better team work, I guess, it would not only be helpful for her, but the study would be done in a more efficient way.
","NA","Mentor"
"we worked to develop an idea that everyone liked and everyone had a role in making it come to life. 
","NA","Student"
"If she could organize a better team work, I guess, it would not only be helpful for her, but the study would be done in a more efficient way.
","TC","Mentor"
"When all of the new interns were coming in I helped a lot of them get used to the systems that we use in the buildings, and I showed them how to deal with teachers that were having technical issues.
","NA","Student"
"When brainstorming ideas for video content, we often had different ideas.","NA","Student"
